12,350,21.000000,42.000000,2,0,966,0,4,0
12,350,80.500000,10000.000000,2,0,497,0,4,1
12,350,80.500000,42.000000,2,0,692,0,4,2
12,700,21.000000,0.000000,2,0,748,0,4,3
12,700,80.500000,42.000000,2,0,705,0,4,4
12,700,21.000000,10000.000000,2,0,898,0,4,5
12,700,80.500000,10000.000000,2,0,573,0,4,6
12,700,80.500000,0.000000,2,0,623,0,4,7
12,350,21.000000,10000.000000,2,0,710,0,4,8
12,700,21.000000,42.000000,2,0,998,0,4,9
12,350,21.000000,0.000000,2,0,845,0,4,10
12,350,80.500000,0.000000,2,0,777,0,4,11
12,700,21.000000,42.000000,2,0,1059,0,5,0
12,350,80.500000,0.000000,2,0,634,0,5,1
12,350,80.500000,10000.000000,2,0,520,0,5,2
12,700,80.500000,10000.000000,2,0,557,0,5,3
12,350,80.500000,42.000000,2,0,636,0,5,4
12,700,80.500000,0.000000,2,0,824,0,5,5
12,350,21.000000,10000.000000,2,0,714,0,5,6
12,700,21.000000,10000.000000,2,0,676,0,5,7
12,350,21.000000,42.000000,2,0,885,0,5,8
12,700,21.000000,0.000000,2,0,1018,0,5,9
12,350,21.000000,0.000000,2,0,579,0,5,10
12,700,80.500000,42.000000,2,0,727,0,5,11
